State ,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25
Georgia,5.15,5.253,5.35806,5.4652212,5.574525624,5.686016136,5.799736459,5.915731188,6.034045812,6.154726728,6.277821263,6.403377688,6.531445242,6.662074147,6.79531563,6.931221942,7.069846381,7.211243309,7.355468175,7.502577539,7.652629089,7.805681671,7.961795304,8.121031211,8.283451835
Hawaii,10.1,10.302,10.50804,10.7182008,10.93256482,11.15121611,11.37424043,11.60172524,11.83375975,12.07043494,12.31184364,12.55808051,12.80924213,13.06542697,13.32673551,13.59327022,13.86513562,14.14243833,14.4252871,14.71379284,15.0080687,15.30823007,15.61439467,15.92668257,16.24521622
Idaho,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Illinois,8.25,8.415,8.5833,8.754966,8.93006532,9.108666626,9.290839959,9.476656758,9.666189893,9.859513691,10.05670396,10.25783804,10.46299481,10.6722547,10.8856998,11.10341379,11.32548207,11.55199171,11.78303154,12.01869217,12.25906602,12.50424734,12.75433228,13.00941893,13.26960731
Indiana,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Iowa,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Kansas,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Kentucky,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Louisiana,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Maine,11,11.22,11.4444,11.673288,11.90675376,12.14488884,12.38778661,12.63554234,12.88825319,13.14601825,13.40893862,13.67711739,13.95065974,14.22967293,14.51426639,14.80455172,15.10064276,15.40265561,15.71070872,16.0249229,16.34542136,16.67232978,17.00577638,17.34589191,17.69280974
Maryland,10.1,10.302,10.50804,10.7182008,10.93256482,11.15121611,11.37424043,11.60172524,11.83375975,12.07043494,12.31184364,12.55808051,12.80924213,13.06542697,13.32673551,13.59327022,13.86513562,14.14243833,14.4252871,14.71379284,15.0080687,15.30823007,15.61439467,15.92668257,16.24521622
Massachusetts,12,12.24,12.4848,12.734496,12.98918592,13.24896964,13.51394903,13.78422801,14.05991257,14.34111082,14.62793304,14.9204917,15.21890153,15.52327957,15.83374516,16.15042006,16.47342846,16.80289703,17.13895497,17.48173407,17.83136875,18.18799613,18.55175605,18.92279117,19.30124699
Michigan,9.45,9.639,9.83178,10.0284156,10.22898391,10.43356359,10.64223486,10.85507956,11.07218115,11.29362477,11.51949727,11.74988721,11.98488496,12.22458266,12.46907431,12.7184558,12.97282491,13.23228141,13.49692704,13.76686558,14.04220289,14.32304695,14.60950789,14.90169805,15.19973201
Minnesota,9.65,9.843,10.03986,10.2406572,10.44547034,10.65437975,10.86746735,11.08481669,11.30651303,11.53264329,11.76329615,11.99856208,12.23853332,12.48330398,12.73297006,12.98762946,13.24738205,13.5123297,13.78257629,14.05822781,14.33939237,14.62618022,14.91870382,15.2170779,15.52141946
Mississippi,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Missouri,8.6,8.772,8.94744,9.1263888,9.308916576,9.495094908,9.684996806,9.878696742,10.07627068,10.27779609,10.48335201,10.69301905,10.90687943,11.12501702,11.34751736,11.57446771,11.80595706,12.04207621,12.28291773,12.52857608,12.77914761,13.03473056,13.29542517,13.56133367,13.83256035
Montana,8.5,8.67,8.8434,9.020268,9.20067336,9.384686827,9.572380564,9.763828175,9.959104739,10.15828683,10.36145257,10.56868162,10.78005525,10.99565636,11.21556949,11.43988088,11.66867849,11.90205206,12.1400931,12.38289497,12.63055287,12.88316392,13.1408272,13.40364375,13.67171662
Nebraska,9,9.18,9.3636,9.550872,9.74188944,9.936727229,10.13546177,10.33817101,10.54493443,10.75583312,10.97094978,11.19036878,11.41417615,11.64245967,11.87530887,12.11281504,12.35507135,12.60217277,12.85421623,13.11130055,13.37352656,13.6409971,13.91381704,14.19209338,14.47593525
Nevada,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
New Hampshire,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
New Jersey,8.85,9.027,9.20754,9.3916908,9.579524616,9.771115108,9.96653741,10.16586816,10.36918552,10.57656923,10.78810062,11.00386263,11.22393988,11.44841868,11.67738705,11.91093479,12.14915349,12.39213656,12.63997929,12.89277888,13.15063445,13.41364714,13.68192009,13.95555849,14.23466966
New Mexico,7.5,7.65,7.803,7.95906,8.1182412,8.280606024,8.446218144,8.615142507,8.787445358,8.963194265,9.14245815,9.325307313,9.511813459,9.702049728,9.896090723,10.09401254,10.29589279,10.50181064,10.71184686,10.92608379,11.14460547,11.36749758,11.59484753,11.82674448,12.06327937
New York,11.1,11.322,11.54844,11.7794088,12.01499698,12.25529692,12.50040285,12.75041091,13.00541913,13.26552751,13.53083806,13.80145482,14.07748392,14.3590336,14.64621427,14.93913856,15.23792133,15.54267975,15.85353335,16.17060402,16.4940161,16.82389642,17.16037435,17.50358183,17.85365347
North Carolina,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
North Dakota,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Ohio,8.55,8.721,8.89542,9.0733284,9.254794968,9.439890867,9.628688685,9.821262458,10.01768771,10.21804146,10.42240229,10.63085034,10.84346734,11.06033669,11.28154342,11.50717429,11.73731778,11.97206413,12.21150542,12.45573553,12.70485024,12.95894724,13.21812619,13.48248871,13.75213848
Oklahoma,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Oregon,11.25,11.475,11.7045,11.93859,12.1773618,12.42090904,12.66932722,12.92271376,13.18116804,13.4447914,13.71368722,13.98796097,14.26772019,14.55307459,14.84413608,15.14101881,15.44383918,15.75271597,16.06777029,16.38912569,16.7169082,17.05124637,17.3922713,17.74011672,18.09491906
Pennsylvania,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Rhode Island,10.5,10.71,10.9242,11.142684,11.36553768,11.59284843,11.8247054,12.06119951,12.3024235,12.54847197,12.79944141,13.05543024,13.31653884,13.58286962,13.85452701,14.13161755,14.4142499,14.7025349,14.9965856,15.29651731,15.60244766,15.91449661,16.23278654,16.55744227,16.88859112
South Carolina,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
South Dakota,9.1,9.282,9.46764,9.6569928,9.850132656,10.04713531,10.24807802,10.45303958,10.66210037,10.87534237,11.09284922,11.31470621,11.54100033,11.77182034,12.00725674,12.24740188,12.49234992,12.74219691,12.99704085,13.25698167,13.5221213,13.79256373,14.068415,14.3497833,14.63677897
Tennessee,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Texas,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Utah,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Vermont,10.78,10.9956,11.215512,11.43982224,11.66861868,11.90199106,12.14003088,12.3828315,12.63048813,12.88309789,13.14075985,13.40357504,13.67164655,13.94507948,14.22398107,14.50846069,14.7986299,15.0946025,15.39649455,15.70442444,16.01851293,16.33888319,16.66566085,16.99897407,17.33895355
Virginia,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Washington,12,12.24,12.4848,12.734496,12.98918592,13.24896964,13.51394903,13.78422801,14.05991257,14.34111082,14.62793304,14.9204917,15.21890153,15.52327957,15.83374516,16.15042006,16.47342846,16.80289703,17.13895497,17.48173407,17.83136875,18.18799613,18.55175605,18.92279117,19.30124699
West Virginia,8.75,8.925,9.1035,9.28557,9.4712814,9.660707028,9.853921169,10.05099959,10.25201958,10.45705998,10.66620117,10.8795252,11.0971157,11.31905802,11.54543918,11.77634796,12.01187492,12.25211242,12.49715467,12.74709776,13.00203971,13.26208051,13.52732212,13.79786856,14.07382593
Wisconsin,7.25,7.395,7.5429,7.693758,7.84763316,8.004585823,8.16467754,8.32797109,8.494530512,8.664421123,8.837709545,9.014463736,9.194753011,9.378648071,9.566221032,9.757545453,9.952696362,10.15175029,10.35478529,10.561881,10.77311862,10.98858099,11.20835261,11.43251967,11.66117006
Wyoming,5.15,5.253,5.35806,5.4652212,5.574525624,5.686016136,5.799736459,5.915731188,6.034045812,6.154726728,6.277821263,6.403377688,6.531445242,6.662074147,6.79531563,6.931221942,7.069846381,7.211243309,7.355468175,7.502577539,7.652629089,7.805681671,7.961795304,8.121031211,8.283451835
